backbone_id,decision_status,accepted_candidate_id,accepted_sequence_id,sample_id,strict_candidate_count,conditional_candidate_count,selection_pool,selection_reason,risk_flags,md_priority,repair_focus,repair_candidate_id,repair_alternative_id,ligand_clash_total,contact_recovery_percent,ligand_interface_sequence_recovery,sequence_recovery,pocket_backbone_rmsd_A,instability_index,stability_prediction,half_life_E_coli_in_vivo,solubility,usability
buried_1_model_5,Strict_selected,buried_1_model_5_1,buried_1_model_5_b0_d1,2,7,7,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.6364,0.5769,0.4396,23.87,Stable,>10 h,0.8139954932054276,0.3863810550248044
buried_1_model_6,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_1_model_6_6,buried_1_model_6_9,2,81.8182,0.5,0.5769,0.4896,28.44,Stable,>10 h,0.8533759218639455,0.546624057391276
buried_1_model_7,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Stability_optimization_of_clash_free_candidate,buried_1_model_7_7,buried_1_model_7_8,0,92.3077,0.8667,0.5481,0.7404,46.99,Potentially unstable,>10 h,0.7439243032509681,0.4148633091463874
buried_1_model_9,Conditional_selected,buried_1_model_9_0,buried_1_model_9_b0_d0,1,0,10,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90,Docking_first_review_before_MD,,,,0,84.6154,0.625,0.4231,0.4862,-0.83,Stable,>10 h,0.9146357130615534,0.5742760014342256
buried_2_model_2,Conditional_selected,buried_2_model_2_7,buried_2_model_2_b0_d7,8,0,9,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,92.3077,0.5333,0.4831,0.3475,22.07,Stable,>10 h,0.9340231388282316,0.6454658873778033
buried_2_model_3,Strict_selected,buried_2_model_3_0,buried_2_model_3_b0_d0,1,6,8,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.5625,0.3898,0.4359,32.6,Stable,>10 h,0.9117012544041746,0.5322393729882483
buried_2_model_4,Strict_selected,buried_2_model_4_7,buried_2_model_4_b0_d7,8,7,7,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.7692,0.4322,0.5254,37.72,Stable,>10 h,0.9226316312491664,0.5671454378715838
buried_2_model_5,Conditional_selected,buried_2_model_5_5,buried_2_model_5_b0_d5,6,0,9,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90,Docking_first_review_before_MD,,,,0,76.9231,0.5,0.4831,0.4702,3.26,Stable,>10 h,0.899877324368466,0.5171620156926506
buried_2_model_7,Strict_selected,buried_2_model_7_4,buried_2_model_7_b0_d4,5,1,4,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.5714,0.4068,0.4198,33.13,Stable,>10 h,0.8945985027054387,0.7006772086613217
buried_2_model_8,Strict_selected,buried_2_model_8_6,buried_2_model_8_b0_d6,7,6,6,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.8462,0.4915,0.3858,22.88,Stable,>10 h,0.7992432987125171,0.4518129841996933
buried_2_model_9,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_2_model_9_4,buried_2_model_9_5,3,90.9091,0.2857,0.4576,1.4385,32.77,Stable,>10 h,0.8381441388190719,0.4402484297103413
buried_3_model_0,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Stability_optimization_of_clash_free_candidate,buried_3_model_0_1,,0,100.0,0.5455,0.4701,0.7463,47.35,Potentially unstable,2 min,0.9244608269979984,0.6416281174076931
buried_3_model_1,Strict_selected,buried_3_model_1_7,buried_3_model_1_b0_d7,8,1,2,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.4286,0.4615,0.3375,17.73,Stable,>10 h,0.8863138951408969,0.5394364053181884
buried_3_model_2,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_3_model_2_7,buried_3_model_2_8,10,92.3077,0.5385,0.4444,2.1381,36.15,Stable,>10 h,0.9395384987076136,0.7901300700889384
buried_3_model_3,Conditional_selected,buried_3_model_3_6,buried_3_model_3_b0_d6,7,0,8,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,92.8571,0.6667,0.5641,0.4878,14.8,Stable,>10 h,0.8884697212634756,0.4543213055175721
buried_3_model_5,Conditional_selected,buried_3_model_5_5,buried_3_model_5_b0_d5,6,0,8,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",pocket_RMSD_above_1A,Docking_first_review_before_MD,,,,0,90.9091,0.9231,0.4701,1.1097,34.81,Stable,>10 h,0.9130682655302614,0.3937801449910418
buried_3_model_7,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_3_model_7_7,buried_3_model_7_2,4,100.0,0.4667,0.4872,0.6955,38.32,Stable,>10 h,0.8538492579966448,0.5408487646073689
buried_3_model_8,Conditional_selected,buried_3_model_8_5,buried_3_model_8_b0_d5,6,0,6,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",pocket_RMSD_above_1A,Docking_first_review_before_MD,,,,0,91.6667,0.5385,0.4359,1.2307,19.85,Stable,>10 h,0.8563674916978783,0.5021208568999117
buried_3_model_9,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Redesign_required_no_stable_candidate,buried_3_model_9_9,buried_3_model_9_1,1,80.0,0.8182,0.5385,1.4601,49.76,Potentially unstable,>10 h,0.7891206377145605,0.4749153538227893
buried_4_model_0,Conditional_selected,buried_4_model_0_6,buried_4_model_0_b0_d6,7,0,2,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90;pocket_RMSD_above_1A,Docking_first_review_before_MD,,,,0,81.8182,0.75,0.4952,1.4561,35.71,Stable,>10 h,0.786028719815985,0.4663510064703448
buried_4_model_2,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_4_model_2_4,buried_4_model_2_3,8,80.0,0.5,0.5238,2.4987,24.44,Stable,>10 h,0.780235379088257,0.4812410170240437
buried_4_model_3,Strict_selected,buried_4_model_3_9,buried_4_model_3_b0_d9,10,4,6,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.5385,0.5238,0.8141,24.39,Stable,>10 h,0.9469228212516324,0.6942068106120549
buried_4_model_5,Strict_selected,buried_4_model_5_4,buried_4_model_5_b0_d4,5,2,3,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.5333,0.4857,0.3083,27.03,Stable,>10 h,0.925564253067578,0.6361154441363306
buried_4_model_6,Strict_selected,buried_4_model_6_1,buried_4_model_6_b0_d1,2,4,10,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.8,0.581,0.4465,16.95,Stable,>10 h,0.889449006557417,0.5726842084440943
buried_4_model_7,Conditional_selected,buried_4_model_7_9,buried_4_model_7_b0_d9,10,0,9,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,90.9091,0.6471,0.5619,0.5357,9.2,Stable,>10 h,0.918397183331228,0.5936569658738649
buried_4_model_8,Conditional_selected,buried_4_model_8_0,buried_4_model_8_b0_d0,1,0,6,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90,Docking_first_review_before_MD,,,,0,88.8889,0.6364,0.581,0.4916,19.51,Stable,>10 h,0.8765700349240626,0.6558323638889124
buried_4_model_9,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Stability_optimization_of_clash_free_candidate,buried_4_model_9_6,buried_4_model_9_8,0,92.3077,0.5714,0.381,0.4095,57.64,Potentially unstable,>10 h,0.9126903097479226,0.6278361995864186
buried_5_model_0,Conditional_selected,buried_5_model_0_6,buried_5_model_0_b0_d6,7,0,1,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90;pocket_RMSD_above_1A,Docking_first_review_before_MD,,,,0,54.5455,0.875,0.5804,2.1772,11.0,Stable,>10 h,0.8857614160696677,0.5597231200114055
buried_5_model_1,Conditional_selected,buried_5_model_1_1,buried_5_model_1_b0_d1,2,0,4,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,92.3077,0.3846,0.4821,0.3832,30.38,Stable,>10 h,0.8906547977336603,0.5386940483598485
buried_5_model_2,Strict_selected,buried_5_model_2_5,buried_5_model_2_b0_d5,6,4,4,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.7143,0.5804,0.2594,1.37,Stable,>10 h,0.8675576721331864,0.3367098676533408
buried_5_model_3,Conditional_selected,buried_5_model_3_3,buried_5_model_3_b0_d3,4,0,4,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90,Docking_first_review_before_MD,,,,0,88.8889,0.6154,0.5268,0.3803,38.08,Stable,>10 h,0.682566329721061,0.3001764826422638
buried_5_model_4,Conditional_selected,buried_5_model_4_3,buried_5_model_4_b0_d3,4,0,4,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,90.9091,0.5833,0.6161,0.5146,32.71,Stable,>10 h,0.8696514948231732,0.4874451400454068
buried_5_model_5,Strict_selected,buried_5_model_5_4,buried_5_model_5_b0_d4,5,1,4,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.5714,0.4464,0.3749,23.09,Stable,>10 h,0.9015815197742444,0.6253414702383011
buried_5_model_6,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_5_model_6_3,buried_5_model_6_6,1,100.0,0.6429,0.3929,0.61,33.29,Stable,>10 h,0.923341579082174,0.6399754148148976
buried_5_model_7,Strict_selected,buried_5_model_7_7,buried_5_model_7_b0_d7,8,3,3,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.625,0.4464,0.4964,39.68,Stable,>10 h,0.616032094022959,0.3098766843253906
buried_5_model_9,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_5_model_9_4,buried_5_model_9_7,1,100.0,0.4615,0.5804,0.2485,28.81,Stable,>10 h,0.8675504686252691,0.5923176541531182
buried_6_model_1,Strict_selected,buried_6_model_1_3,buried_6_model_1_b0_d3,4,2,3,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.75,0.52,0.6249,24.51,Stable,>10 h,0.8932772782928724,0.5018433496526592
buried_6_model_2,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_6_model_2_3,buried_6_model_2_9,7,91.6667,0.5714,0.43,0.9121,34.88,Stable,>10 h,0.9369768941426146,0.7694928493117781
buried_6_model_3,Strict_selected,buried_6_model_3_8,buried_6_model_3_b0_d8,9,2,5,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.3636,0.42,0.7684,32.45,Stable,>10 h,0.905667368031675,0.6583512851811629
buried_6_model_4,Conditional_selected,buried_6_model_4_6,buried_6_model_4_b0_d6,7,0,1,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,90.9091,0.8182,0.53,0.7026,33.5,Stable,>10 h,0.7218737071188119,0.4234726521232922
buried_6_model_5,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_6_model_5_7,buried_6_model_5_2,1,77.7778,0.3077,0.44,2.6087,33.25,Stable,>10 h,0.8933237042783961,0.6471740692958559
buried_6_model_6,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_6_model_6_8,buried_6_model_6_0,5,80.0,0.5455,0.49,1.5785,37.13,Stable,>10 h,0.7548489506912998,0.4046769230055801
buried_6_model_9,Strict_selected,buried_6_model_9_7,buried_6_model_9_b0_d7,8,1,5,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.8462,0.44,0.9626,18.08,Stable,>10 h,0.8451417223660096,0.494561726497461
buried_7_model_1,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_7_model_1_0,buried_7_model_1_1,5,80.0,0.4545,0.5088,1.6667,32.75,Stable,>10 h,0.8422444134670825,0.5306622448148863
buried_7_model_2,Strict_selected,buried_7_model_2_0,buried_7_model_2_b0_d0,1,3,6,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.75,0.4211,0.5477,25.16,Stable,>10 h,0.9302366788185336,0.6115981745801364
buried_7_model_3,Conditional_selected,buried_7_model_3_1,buried_7_model_3_b0_d1,2,0,1,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90,Docking_first_review_before_MD,,,,0,83.3333,0.5,0.4649,0.9276,-5.31,Stable,>10 h,0.9066540640782594,0.6461227726034419
buried_7_model_4,Conditional_selected,buried_7_model_4_5,buried_7_model_4_b0_d5,6,0,6,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90,Docking_first_review_before_MD,,,,0,80.0,0.5833,0.4474,0.6994,38.34,Stable,>10 h,0.8995998059145849,0.622975648753872
buried_7_model_5,Conditional_selected,buried_7_model_5_8,buried_7_model_5_b0_d8,9,0,10,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,91.6667,0.9286,0.4561,0.4035,20.64,Stable,>10 h,0.7774813110962174,0.4334673540161768
buried_7_model_6,Strict_selected,buried_7_model_6_3,buried_7_model_6_b0_d3,4,4,4,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.7692,0.5088,0.4732,36.78,Stable,>10 h,0.9107359954446844,0.5383614226401087
buried_7_model_7,Conditional_selected,buried_7_model_7_9,buried_7_model_7_b0_d9,10,0,1,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",contact_recovery_below_90,Docking_first_review_before_MD,,,,0,75.0,0.5,0.4737,0.4343,24.67,Stable,>10 h,0.8920433745784427,0.5475115837901384
buried_8_model_1,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_8_model_1_5,buried_8_model_1_4,1,78.5714,0.5333,0.5604,0.5814,9.74,Stable,>10 h,0.8588953621808637,0.5171645135233682
buried_8_model_2,Strict_selected,buried_8_model_2_7,buried_8_model_2_b0_d7,8,1,3,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.5714,0.4725,0.6101,24.6,Stable,>10 h,0.8921894445991884,0.6445984269005502
buried_8_model_3,Conditional_selected,buried_8_model_3_1,buried_8_model_3_b0_d1,2,0,9,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,92.3077,0.6667,0.6264,0.5412,10.91,Stable,>10 h,0.8978462418530017,0.5154020226787486
buried_8_model_4,Conditional_selected,buried_8_model_4_2,buried_8_model_4_b0_d2,3,0,4,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,91.6667,0.4667,0.4176,0.6622,17.09,Stable,>10 h,0.9463642597215864,0.7511498051777135
buried_8_model_5,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_8_model_5_9,buried_8_model_5_6,1,78.5714,0.7059,0.4176,0.5356,13.71,Stable,>10 h,0.9290054838621188,0.7486251022654772
buried_8_model_6,Strict_selected,buried_8_model_6_4,buried_8_model_6_b0_d4,5,5,5,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.8667,0.5385,0.7468,19.84,Stable,>10 h,0.884536199737919,0.5289545922591707
buried_8_model_7,Conditional_selected,buried_8_model_7_8,buried_8_model_7_b0_d8,9,0,9,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,92.8571,0.7333,0.5055,0.4106,25.69,Stable,>10 h,0.9160338260030728,0.6312702808769015
buried_8_model_8,Rejected_repair_required,,,,0,0,Repair,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.,not_accepted,Do_not_dock_until_repaired,Clash_removal_from_stable_candidate,buried_8_model_8_4,buried_8_model_8_0,2,69.2308,0.6429,0.4505,2.8257,29.79,Stable,>10 h,0.8644642904864825,0.5054143763291803
buried_8_model_9,Strict_selected,buried_8_model_9_1,buried_8_model_9_b0_d1,2,5,10,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.875,0.5165,0.3674,16.19,Stable,>10 h,0.8796105630470118,0.4385153123769487
buried_9_model_0,Strict_selected,buried_9_model_0_4,buried_9_model_0_b0_d4,5,5,7,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.6154,0.5086,0.7573,33.04,Stable,>10 h,0.7390764500294663,0.3997698288574219
buried_9_model_3,Conditional_selected,buried_9_model_3_1,buried_9_model_3_b0_d1,2,0,2,Conditional,"No strict candidate; selected from Stable clash-free pool by contact recovery, interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_first_review_before_MD,,,,0,91.6667,0.5385,0.569,0.4342,16.41,Stable,>10 h,0.9091895571167422,0.580279288188817
buried_9_model_4,Strict_selected,buried_9_model_4_6,buried_9_model_4_b0_d6,7,1,9,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.8571,0.5345,0.4509,23.07,Stable,>10 h,0.891409755178793,0.5357607743001773
buried_9_model_6,Strict_selected,buried_9_model_6_5,buried_9_model_6_b0_d5,6,6,7,Strict,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery.",None,Docking_and_MD_candidate,,,,0,100.0,0.7857,0.569,0.6965,25.79,Stable,>10 h,0.6033379088947118,0.3232599547599403
